Fid,lat,lon,street,region,traffic_date_time,junction_no,vechile_type,no_of_vehicles,Label
172.217.3.110-10.42.0.211-443-38515-6,40.6529059,-73.97762348,east 5 street,Brooklyn,2022-08-07T11:50:24.820Z,4,Car,52,1
182.22.67.73-10.42.0.211-443-39675-6,40.63291802,-73.92735891,east 51 street,Brooklyn,2022-08-07T11:48:26.025Z,4,Goods vehicle,64,0
180.149.134.142-10.42.0.42-80-39356-6,40.66066476,-73.93032126,east 51 street,Brooklyn,2022-08-07T11:44:07.840Z,4,Pedal cycle,63,0
10.42.0.151-54.192.38.7-43590-443-6,40.63531424,-73.92667572,east 52 street,Brooklyn,2022-08-07T11:25:15.050Z,4,Car,49,0
151.101.21.140-10.42.0.211-443-42599-6,40.66072335,-73.92938877,east 52 street,Brooklyn,2022-08-07T11:17:10.631Z,2,Car,52,0
10.42.0.151-23.44.160.219-49987-443-6,40.63649732,-73.9258282,east 53 street,Brooklyn,2022-08-07T11:16:32.774Z,1,Bus,51,0
10.42.0.1-10.42.0.42-53-57418-17,40.66006829,-73.9283416,east 53 street,Brooklyn,2022-08-07T11:15:01.970Z,1,Motorcycle ,53,1
172.217.12.170-10.42.0.151-443-49022-6,40.63701964,-73.92491477,east 54 street,Brooklyn,2022-08-07T11:09:15.010Z,1,Car,52,0
174.35.73.134-10.42.0.211-80-38270-6,40.65854507,-73.92720292,east 54 street,Brooklyn,2022-08-07T11:05:54.605Z,2,Car,50,1
172.217.12.170-10.42.0.151-443-47969-6,40.63743277,-73.92401047,east 55 street,Brooklyn,2022-08-07T11:05:08.670Z,2,Car,48,1
183.79.215.137-10.42.0.211-443-46093-6,40.65692903,-73.92609137,east 55 street,Brooklyn,2022-08-07T10:55:50.470Z,2,Car,42,0
172.217.10.142-10.42.0.151-443-39749-6,40.61290214,-73.92111449,east 55 street,Brooklyn,2022-08-07T10:55:44.970Z,2,Taxi,44,0
172.217.10.110-10.42.0.151-443-36559-6,40.64356621,-73.92465938,east 55 street,Brooklyn,2022-08-07T10:50:06.950Z,2,Car,42,0
10.42.0.151-101.251.204.125-42896-80-6,40.63798553,-73.92309134,east 56 street,Brooklyn,2022-08-07T10:49:28.178Z,2,Car,45,1
10.42.0.211-10.42.0.1-32616-53-17,40.6473796,-73.92409442,east 56 street,Brooklyn,2022-08-07T10:47:09.140Z,2,Car,34,0
10.42.0.211-119.146.74.31-58661-443-6,40.65698807,-73.92514297,east 56 street,Brooklyn,2022-08-07T10:30:28.792Z,2,Bus,27,0
10.42.0.151-10.42.0.1-23229-53-17,40.61337495,-73.92039002,east 56 street,Brooklyn,2022-08-07T10:30:21.404Z,2,Truck,25,1
10.42.0.211-10.42.0.1-52483-53-17,40.60941126,-73.91304178,east 57 place,Brooklyn,2022-08-07T10:21:38.909Z,2,School Bus,18,1
180.163.255.159-10.42.0.211-80-34975-6,40.632671,-73.92155344,east 57 street,Brooklyn,2022-08-07T10:20:49.630Z,2,Goods vehicle,22,1
172.217.10.232-10.42.0.151-443-44100-6,40.64979752,-73.92335925,east 57 street,Brooklyn,2022-08-07T10:18:00.010Z,3,Pedal cycle,22,1
10.42.0.211-10.42.0.1-53654-53-17,40.65576304,-73.92401596,east 57 street,Brooklyn,2022-08-07T10:12:01.978Z,3,Car,26,0
192.229.173.173-10.42.0.151-80-38580-6,40.63848554,-73.92218584,east 57 street,Brooklyn,2022-08-07T10:06:01.870Z,3,Goods vehicle ,27,0
205.185.216.42-10.42.0.151-80-52653-6,40.63136577,-73.92046887,east 58 street,Brooklyn,2022-08-07T10:02:46.680Z,2,Car,34,0
10.42.0.151-31.13.80.5-34478-443-6,40.64645347,-73.9220812,east 58 street,Brooklyn,2022-08-07T09:55:24.806Z,2,Bus,49,0
10.42.0.151-52.54.192.155-48193-443-6,40.65059551,-73.92251981,east 58 street,Brooklyn,2022-08-07T09:47:23.790Z,2,Motorcycle ,57,1
172.217.10.72-10.42.0.211-443-49823-6,40.65428746,-73.92291683,east 58 street,Brooklyn,2022-08-07T09:47:12.758Z,2,Car,56,0
10.42.0.42-123.125.115.190-52315-80-6,40.63906306,-73.92129899,east 58 street,Brooklyn,2022-08-07T09:44:25.690Z,1,Car,47,1
10.42.0.211-119.146.74.34-37090-80-6,40.63296269,-73.91970509,east 59 street,Brooklyn,2022-08-07T09:41:38.130Z,2,Car,50,1
10.42.0.211-54.243.149.238-35257-443-6,40.65403399,-73.92207357,east 59 street,Brooklyn,2022-08-07T09:40:47.132Z,2,Car,51,0
10.42.0.211-10.42.0.1-27669-53-17,40.63962807,-73.92042509,east 59 street,Brooklyn,2022-08-07T09:35:57.670Z,2,Goods vehicle,54,0
172.217.10.65-10.42.0.42-443-54889-6,40.58832973,-73.96413453,east 6 street,Brooklyn,2022-08-07T09:35:04.110Z,2,Pedal cycle,53,0
206.126.112.141-10.42.0.151-443-56074-6,40.61656098,-73.91648802,east 61 street,Brooklyn,2022-08-07T09:31:28.160Z,2,Car,56,1
10.42.0.211-10.42.0.1-43863-53-17,40.61891782,-73.91622912,east 63 street,Brooklyn,2022-08-07T09:28:58.561Z,2,Goods vehicle ,53,1
10.42.0.42-23.206.125.17-39542-80-6,40.62090059,-73.91717898,east 64 street,Brooklyn,2022-08-07T09:22:47.770Z,2,Car,46,1
131.253.61.96-10.42.0.211-443-53736-6,40.61803099,-73.91421623,east 64 street,Brooklyn,2022-08-07T09:13:49.379Z,2,Bus,44,1
172.217.11.14-10.42.0.151-443-35519-6,40.61905774,-73.91548994,east 64 street,Brooklyn,2022-08-07T09:05:44.600Z,2,Motorcycle ,45,1
174.35.73.107-10.42.0.211-443-45988-6,40.62183333,-73.91699169,east 65 street,Brooklyn,2022-08-07T08:49:39.223Z,2,Car,44,1
10.42.0.211-23.194.108.102-34233-443-6,40.62238488,-73.91618276,east 66 street,Brooklyn,2022-08-07T08:48:37.210Z,2,Car,40,1
192.229.163.180-10.42.0.211-443-51971-6,40.61895444,-73.91278836,east 66 street,Brooklyn,2022-08-07T08:40:01.880Z,2,Car,36,1
10.42.0.151-23.101.151.89-54088-443-6,40.61712083,-73.91071795,east 66 street,Brooklyn,2022-08-07T08:28:50.461Z,2,Car,30,1
10.42.0.211-31.13.69.197-47326-443-6,40.61941704,-73.9120719,east 67 street,Brooklyn,2022-08-07T08:27:55.430Z,2,Taxi,24,1
205.204.101.47-10.42.0.42-443-39870-6,40.61989558,-73.91137449,east 68 street,Brooklyn,2022-08-07T08:25:40.506Z,2,Car,20,0
198.11.190.8-10.42.0.151-443-45555-6,40.62466494,-73.91697346,east 68 street,Brooklyn,2022-08-07T08:15:16.086Z,2,Car,22,1
10.42.0.211-87.240.165.91-51148-443-6,40.62370268,-73.91419474,east 69 street,Brooklyn,2022-08-07T08:12:38.740Z,1,Car,22,1
192.229.173.173-10.42.0.211-443-37734-6,40.61725484,-73.90709952,east 69 street,Brooklyn,2022-08-07T08:05:49.430Z,1,Car,27,1
10.42.0.211-64.71.142.96-59202-80-6,40.62673037,-73.96955273,east 7 street,Brooklyn,2022-08-07T08:01:59.071Z,1,Car,27,0
10.42.0.211-23.21.62.180-42663-443-6,40.62912172,-73.97000253,east 7 street,Brooklyn,2022-08-07T07:59:39.300Z,2,Motorcycle ,34,0
172.217.10.10-10.42.0.42-443-60959-6,40.64760393,-73.9735054,east 7 street,Brooklyn,2022-08-07T07:54:04.540Z,2,Lorry,40,1
10.42.0.151-69.147.82.61-34496-443-6,40.65179054,-73.97488466,east 7 street,Brooklyn,2022-08-07T07:54:02.970Z,2,Car,52,1
172.217.12.206-10.42.0.151-443-34824-6,40.62434127,-73.91320686,east 70 street,Brooklyn,2022-08-07T07:53:59.340Z,2,Bus,54,1
10.42.0.1-10.42.0.42-53-5981-17,40.62007013,-73.90893082,east 70 street,Brooklyn,2022-08-07T07:53:53.682Z,2,Motorcycle ,44,0
10.42.0.151-10.42.0.1-43005-53-17,40.6213325,-73.90910822,east 71 street,Brooklyn,2022-08-07T07:53:03.060Z,2,Car,48,1
172.217.6.202-10.42.0.211-443-41585-6,40.62737705,-73.91672483,east 72 street,Brooklyn,2022-08-07T07:49:42.580Z,2,Bus,52,1
10.42.0.211-103.235.46.212-55441-443-6,40.62030372,-73.90673255,east 72 street,Brooklyn,2022-08-07T07:44:34.860Z,1,Lorry,49,0
239.255.255.250-10.42.0.1-1900-60491-17,40.62225255,-73.90767266,east 73 street,Brooklyn,2022-08-07T07:30:31.540Z,2,Car,45,0
10.42.0.211-72.30.2.182-57150-443-6,40.62879517,-73.91808417,east 73 street,Brooklyn,2022-08-07T07:25:29.410Z,2,Goods vehicle ,51,1
163.177.151.166-10.42.0.211-443-43509-6,40.62122805,-73.90530487,east 74 street,Brooklyn,2022-08-07T07:23:21.604Z,2,Car,50,1
172.217.10.110-10.42.0.151-443-45718-6,40.63584194,-73.9187214,east 76 street,Brooklyn,2022-08-07T07:10:25.717Z,2,Car,47,0
180.76.152.13-10.42.0.151-80-51365-6,40.63335963,-73.91465434,east 77 street,Brooklyn,2022-08-07T07:08:26.860Z,1,Car,43,0
198.11.188.78-10.42.0.42-443-44999-6,40.63785563,-73.91843746,east 78 street,Brooklyn,2022-08-07T07:06:16.340Z,2,Motorcycle,43,1
173.194.207.102-10.42.0.151-443-50063-6,40.63825761,-73.91765572,east 79 street,Brooklyn,2022-08-07T07:03:35.719Z,2,Goods vehicle,41,1
220.181.7.190-10.42.0.151-443-54479-6,40.62684923,-73.96847857,east 8 street,Brooklyn,2022-08-07T07:02:17.215Z,2,Pedal cycle,37,0
10.42.0.211-31.13.71.1-32958-443-6,40.62923987,-73.96893059,east 8 street,Brooklyn,2022-08-07T06:55:26.200Z,2,Car,32,0
10.42.0.42-66.198.24.253-35864-80-6,40.64517246,-73.97194823,east 8 street,Brooklyn,2022-08-07T06:55:08.630Z,1,Goods vehicle ,32,0
10.42.0.151-74.125.22.188-37263-5228-6,40.64949051,-73.97335431,east 8 street,Brooklyn,2022-08-07T06:49:28.510Z,3,Car,26,0
172.217.12.206-10.42.0.151-443-45448-6,40.64712056,-73.97252842,east 8 street,Brooklyn,2022-08-07T06:38:56.256Z,3,Bus,20,1
10.42.0.211-54.239.17.112-40603-443-6,40.64064196,-73.91898229,east 80 street,Brooklyn,2022-08-07T06:31:56.840Z,3,Motorcycle ,20,0
10.42.0.211-64.71.142.124-43899-443-6,40.64108811,-73.9181648,east 81 street,Brooklyn,2022-08-07T06:15:31.130Z,2,Car,23,0
192.229.163.180-10.42.0.211-443-44487-6,40.64152556,-73.91740355,east 82 street,Brooklyn,2022-08-07T06:13:55.860Z,2,Car,23,0
172.217.10.74-10.42.0.151-443-50127-6,40.64411192,-73.91909773,east 83 street,Brooklyn,2022-08-07T06:11:42.444Z,1,Car,30,0
10.42.0.211-104.196.121.139-44934-443-6,40.64436066,-73.91944526,east 83 street,Brooklyn,2022-08-07T06:08:17.530Z,2,Car,39,0
10.42.0.151-10.42.0.1-34408-53-17,40.64439586,-73.91938578,east 83 street,Brooklyn,2022-08-07T06:05:56.220Z,2,Taxi,54,0
10.42.0.211-64.71.142.110-56894-443-6,40.70218188,-73.99408073,elizabeth place,Brooklyn,2022-08-07T05:52:24.803Z,2,Car,58,0
172.217.6.227-10.42.0.211-443-43542-6,40.70161891,-73.98915098,fleet alley,Brooklyn,2022-08-07T05:48:41.500Z,2,Car,55,1
172.217.12.138-10.42.0.211-443-60259-6,40.68923597,-73.98469804,elm place,Brooklyn,2022-08-07T05:43:46.670Z,2,Car,48,0
172.217.10.46-10.42.0.211-443-32935-6,40.61874842,-73.9572656,elm avenue,Brooklyn,2022-08-07T05:41:55.350Z,2,Car,50,1
10.42.0.211-10.42.0.1-46755-53-17,40.65992057,-73.96372625,east lake drive,Brooklyn,2022-08-07T05:41:12.880Z,4,Car,49,0
172.217.10.14-10.42.0.151-443-56995-6,40.63746969,-73.94624454,farragut place,Brooklyn,2022-08-07T05:39:03.130Z,4,Car,50,1
10.42.0.211-10.42.0.1-7834-53-17,40.67156809,-73.97549545,fiske place,Brooklyn,2022-08-07T05:35:47.914Z,4,Car,49,0
172.217.10.42-10.42.0.151-443-56269-6,40.59547822,-73.93205626,fane court,Brooklyn,2022-08-07T05:26:53.390Z,4,Car,50,1
172.217.10.142-10.42.0.211-443-33834-6,40.66362873,-73.93068608,empire boulevard,Brooklyn,2022-08-07T05:02:04.764Z,2,Car,45,0
10.42.0.1-10.42.0.42-53-30127-17,40.70111056,-73.93924512,fayette street,Brooklyn,2022-08-07T04:59:37.510Z,2,Car,43,0
10.42.0.211-66.198.24.225-45984-443-6,40.70109135,-73.93479487,forrest street,Brooklyn,2022-08-07T04:57:01.419Z,1,Car,42,1
182.22.31.252-10.42.0.151-443-59431-6,40.70355425,-73.93173014,forrest street,Brooklyn,2022-08-07T04:55:23.050Z,1,Goods vehicle,44,0
172.217.11.46-10.42.0.151-443-39510-6,40.62893775,-73.89038177,east 91 street,Brooklyn,2022-08-07T04:50:27.290Z,1,Pedal cycle,40,1
183.79.248.252-10.42.0.42-443-53874-6,40.62936889,-73.88951813,east 92 street,Brooklyn,2022-08-07T04:48:04.340Z,1,Car,40,0
172.217.12.174-10.42.0.211-443-39098-6,40.64670501,-73.89009548,flatlands 1 street,Brooklyn,2022-08-07T04:47:30.120Z,2,Goods vehicle ,31,1
10.42.0.211-106.11.92.6-38911-443-6,40.64618292,-73.88952188,flatlands 2 street,Brooklyn,2022-08-07T04:42:08.303Z,2,Car,25,1
10.42.0.211-10.42.0.1-46889-53-17,40.64344189,-73.88645989,flatlands 5 street,Brooklyn,2022-08-07T04:39:06.822Z,2,Bus,26,0
10.42.0.211-10.42.0.1-12728-53-17,40.64291683,-73.8858734,flatlands 6 street,Brooklyn,2022-08-07T04:37:42.710Z,2,Motorcycle ,20,0
10.42.0.211-64.71.142.124-39418-443-6,40.63964612,-73.88223607,flatlands 10 street,Brooklyn,2022-08-07T04:34:24.900Z,2,Car,19,0
172.217.12.170-10.42.0.211-443-54986-6,40.66140557,-73.86081386,eldert lane,Brooklyn,2022-08-07T04:31:59.530Z,1,Car,21,0
10.42.0.151-104.244.42.129-48667-80-6,40.66409924,-73.92878032,east 93 street,Brooklyn,2022-08-07T04:30:37.990Z,1,Car,27,1
172.217.12.138-10.42.0.151-443-47681-6,40.66059493,-73.96063332,flatbush avenue,Brooklyn,2022-08-07T04:25:04.060Z,2,Car,27,1
216.58.219.196-10.42.0.151-443-40595-6,40.65071476,-73.92058154,east 88 street,Brooklyn,2022-08-07T04:24:17.580Z,2,Taxi,32,1
182.22.24.124-10.42.0.211-443-33047-6,40.65077803,-73.92025685,east 88 street,Brooklyn,2022-08-07T04:19:34.550Z,1,Car,40,1
10.42.0.211-66.198.178.88-47746-443-6,40.68815564,-73.87536146,euclid avenue,Brooklyn,2022-08-07T04:16:59.930Z,1,Car,46,0
10.42.0.42-103.235.46.39-50842-80-6,40.69570388,-73.90426628,eldert street,Brooklyn,2022-08-07T04:08:37.630Z,2,Car,46,0
10.42.0.211-10.42.0.1-16186-53-17,40.68815564,-73.87536146,euclid avenue,Brooklyn,2022-08-07T04:06:39.226Z,2,Bus,40,0
172.217.10.36-10.42.0.211-443-55901-6,40.66213918,-73.96496291,east drive,Brooklyn,2022-08-07T04:04:10.560Z,2,Truck,47,1
10.42.0.151-106.39.169.66-42738-80-6,40.66142015,-73.96458961,east drive,Brooklyn,2022-08-07T03:59:41.070Z,2,School Bus,45,0
172.217.10.110-10.42.0.151-443-41101-6,40.68771719,-73.98011129,flatbush avenue,Brooklyn,2022-08-07T03:53:23.271Z,1,Goods vehicle,40,0
172.217.6.195-10.42.0.211-443-46956-6,40.67682737,-73.9000289,east new york avenue,Brooklyn,2022-08-07T03:44:02.220Z,2,Pedal cycle,40,1
192.229.173.173-10.42.0.211-80-33737-6,40.67687728,-73.90032539,east new york avenue,Brooklyn,2022-08-07T03:40:16.273Z,2,Car,43,1
10.42.0.211-10.42.0.1-64220-53-17,40.67755263,-73.88437158,elton street,Brooklyn,2022-08-07T03:35:44.206Z,2,Goods vehicle ,53,1
157.240.2.25-10.42.0.211-443-34219-6,40.66976284,-73.86186342,forbell street,Brooklyn,2022-08-07T03:30:59.270Z,2,Car,44,1
10.42.0.151-10.42.0.1-44666-53-17,40.6701607,-73.85915542,emerald street,Brooklyn,2022-08-07T03:27:51.420Z,1,Bus,46,0
10.42.0.211-64.71.142.120-47965-443-6,40.67295062,-73.96877588,eastern parkway,Brooklyn,2022-08-07T03:27:29.800Z,2,Motorcycle ,38,0
10.42.0.211-10.42.0.1-13895-53-17,40.65148043,-73.9718542,east drive,Brooklyn,2022-08-07T03:22:41.620Z,2,Car,40,0
173.231.178.117-10.42.0.151-443-58822-6,40.65144944,-73.97181781,east drive,Brooklyn,2022-08-07T03:17:33.246Z,1,Car,34,0
172.217.10.110-10.42.0.151-443-52021-6,40.67432816,-73.863997,eldert lane,Brooklyn,2022-08-07T03:16:57.627Z,2,Car,32,1
10.42.0.211-10.42.0.1-13678-53-17,40.70229673,-73.99445817,everit street,Brooklyn,2022-08-07T03:15:06.040Z,2,Car,24,0
10.42.0.151-66.198.24.253-45692-80-6,40.64343228,-73.9166535,east 84 street,Brooklyn,2022-08-07T03:10:42.570Z,4,Goods vehicle,20,1
10.42.0.42-119.146.74.33-40529-443-6,40.64225831,-73.91577858,east 84 street,Brooklyn,2022-08-07T03:09:47.658Z,4,Pedal cycle,14,1
10.42.0.151-10.42.0.1-5058-53-17,40.64274418,-73.91504722,east 85 street,Brooklyn,2022-08-07T03:04:05.683Z,4,Car,17,0
172.217.10.110-10.42.0.211-443-47087-6,40.64847358,-73.92020393,east 86 street,Brooklyn,2022-08-07T02:58:48.197Z,4,Goods vehicle ,13,0
172.217.12.162-10.42.0.211-443-58931-6,40.64404789,-73.91569979,east 86 street,Brooklyn,2022-08-07T02:45:55.228Z,1,Car,18,0
10.42.0.211-10.42.0.1-60630-53-17,40.64323007,-73.91430868,east 86 street,Brooklyn,2022-08-07T02:42:56.570Z,1,Bus,24,1
172.217.10.99-10.42.0.42-443-39174-6,40.64965896,-73.92023905,east 87 street,Brooklyn,2022-08-07T02:41:15.193Z,3,Motorcycle ,26,1
10.42.0.211-47.88.68.21-43805-443-6,40.64465406,-73.91476141,east 87 street,Brooklyn,2022-08-07T02:40:03.970Z,3,Car,27,1
172.217.10.74-10.42.0.211-443-52258-6,40.63460171,-73.90347352,east 87 street,Brooklyn,2022-08-07T02:28:25.089Z,3,Car,33,1
10.42.0.211-77.234.44.201-55236-80-6,40.65020925,-73.91962268,east 88 street,Brooklyn,2022-08-07T02:26:57.570Z,1,Car,31,1
10.42.0.211-119.146.74.34-52275-80-6,40.64425798,-73.91300961,east 88 street,Brooklyn,2022-08-07T02:21:50.290Z,2,Car,24,1
10.42.0.151-108.174.10.10-47464-443-6,40.63508498,-73.9027827,east 88 street,Brooklyn,2022-08-07T02:10:56.458Z,2,Taxi,28,1
172.217.3.110-10.42.0.151-443-40445-6,40.65066817,-73.91890876,east 89 street,Brooklyn,2022-08-07T01:32:38.440Z,2,Car,28,1
172.217.12.174-10.42.0.151-443-54863-6,40.64456725,-73.91211178,east 89 street,Brooklyn,2022-08-07T01:27:00.720Z,2,Car,27,1
172.217.3.98-10.42.0.42-443-35167-17,40.63557173,-73.90209614,east 89 street,Brooklyn,2022-08-07T01:08:19.795Z,4,Car,29,1
10.42.0.211-95.213.11.133-46628-80-6,40.62695146,-73.96755371,east 9 street,Brooklyn,2022-08-07T01:04:18.540Z,4,Car,27,0
156.154.136.36-10.42.0.42-443-50073-6,40.6293413,-73.96800228,east 9 street,Brooklyn,2022-08-07T01:03:10.398Z,4,Car,27,1
10.42.0.211-121.12.98.78-57702-80-6,40.64129143,-73.97026833,east 9 street,Brooklyn,2022-08-07T00:46:53.760Z,4,Motorcycle ,31,1
203.205.151.47-10.42.0.42-80-52013-6,40.66168894,-73.92854211,east 91 street,Brooklyn,2022-08-07T00:41:49.874Z,3,Lorry,32,1
10.42.0.211-10.42.0.1-9308-53-17,40.6532972,-73.91918627,east 91 street,Brooklyn,2022-08-07T00:27:49.540Z,3,Car,33,0
172.217.6.228-10.42.0.211-443-43431-6,40.63908444,-73.9033633,east 91 street,Brooklyn,2022-08-07T00:21:42.540Z,3,Bus,30,0
10.42.0.211-111.221.77.148-49746-40010-6,40.65492647,-73.92100687,east 91 street,Brooklyn,2022-08-07T00:15:27.011Z,1,Motorcycle ,27,1
172.217.12.166-10.42.0.211-443-33501-6,40.66295744,-73.92872108,east 92 street,Brooklyn,2022-08-07T00:13:49.914Z,1,Car,22,1
172.217.12.142-10.42.0.211-443-53473-6,40.63138885,-73.89355545,east 92 street,Brooklyn,2022-08-07T00:05:55.478Z,2,Car,15,1
10.42.0.211-123.125.29.220-56017-80-6,40.65416454,-73.91768906,east 93 street,Brooklyn,2022-08-07T00:00:44.560Z,1,Goods vehicle ,14,0
10.42.0.211-31.13.71.52-60528-80-6,40.64789669,-73.91071835,east 93 street,Brooklyn,2022-08-06T23:58:48.489Z,2,Car,16,1
182.22.67.86-10.42.0.42-443-56388-6,40.66237899,-73.92685526,east 93 street,Brooklyn,2022-08-06T23:58:13.700Z,2,Car,14,1
10.42.0.211-106.11.92.1-50888-443-6,40.63186534,-73.89282815,east 93 street,Brooklyn,2022-08-06T23:54:02.290Z,2,Car,17,0
10.42.0.151-10.42.0.1-63654-53-17,40.66415931,-73.92760786,east 94 street,Brooklyn,2022-08-06T23:51:41.490Z,2,Motorcycle,16,0
10.42.0.211-74.6.105.13-51024-443-6,40.66330254,-73.92542477,east 95 street,Brooklyn,2022-08-06T23:48:35.910Z,2,Goods vehicle,22,1
216.58.217.99-10.42.0.211-443-34125-6,40.65350914,-73.91451229,east 95 street,Brooklyn,2022-08-06T23:29:22.530Z,3,Pedal cycle,28,1
174.35.73.136-10.42.0.211-80-33817-6,40.64776016,-73.908113,east 95 street,Brooklyn,2022-08-06T23:28:57.780Z,3,Car,28,0
224.0.0.251-10.42.0.1-5353-5353-17,40.66387084,-73.92455088,east 96 street,Brooklyn,2022-08-06T23:27:58.910Z,3,Goods vehicle ,28,0
220.181.7.190-10.42.0.211-443-50538-6,40.64832834,-73.90722984,east 96 street,Brooklyn,2022-08-06T23:26:31.432Z,2,Car,29,1
10.42.0.211-10.42.0.1-4554-53-17,40.65417759,-73.91376067,east 96 street,Brooklyn,2022-08-06T23:25:26.860Z,2,Bus,31,1
157.240.18.15-10.42.0.211-443-33494-6,40.63147287,-73.88846584,east 96 street,Brooklyn,2022-08-06T23:25:13.754Z,2,Motorcycle ,29,0
10.42.0.1-10.42.0.42-53-50454-17,40.63929665,-73.89716953,east 96 street,Brooklyn,2022-08-06T23:21:29.212Z,2,Car,26,0
10.42.0.151-10.42.0.1-43163-53-17,40.66631777,-73.92434218,east 98 street,Brooklyn,2022-08-06T23:21:16.960Z,3,Car,28,1
10.42.0.151-10.42.0.1-53612-53-17,40.65352941,-73.91014556,east 98 street,Brooklyn,2022-08-06T23:03:31.759Z,3,Car,32,1
10.42.0.1-10.42.0.42-53-31768-17,40.64884082,-73.90491973,east 98 street,Brooklyn,2022-08-06T23:02:10.230Z,3,Car,34,0
172.217.12.206-10.42.0.151-443-44712-6,40.64571198,-73.90143464,east 98 street,Brooklyn,2022-08-06T22:57:55.370Z,1,Taxi,36,1
140.205.243.64-10.42.0.211-443-38248-6,40.64354765,-73.89902568,east 98 street,Brooklyn,2022-08-06T22:55:31.590Z,1,Car,34,0
10.42.0.151-10.42.0.1-61797-53-17,40.64932585,-73.90416988,east 99 street,Brooklyn,2022-08-06T22:54:09.350Z,1,Car,32,0
10.42.0.42-106.39.169.66-60715-80-6,40.64619026,-73.90069329,east 99 street,Brooklyn,2022-08-06T22:54:09.322Z,1,Car,36,1
172.217.10.4-10.42.0.211-443-38619-6,40.64402501,-73.89828049,east 99 street,Brooklyn,2022-08-06T22:48:45.400Z,1,Car,30,1
151.101.1.140-10.42.0.211-443-48043-6,40.67116175,-73.96922984,east drive,Brooklyn,2022-08-06T22:41:02.930Z,3,Car,23,0
10.42.0.211-113.108.216.233-42261-80-6,40.66289617,-73.96405714,east drive,Brooklyn,2022-08-06T22:34:41.990Z,3,Car,21,1
10.42.0.211-66.198.24.225-53112-443-6,40.67233206,-73.96969444,east drive,Brooklyn,2022-08-06T22:19:28.340Z,3,Car,18,0
10.42.0.151-31.13.71.1-35664-443-6,40.65561606,-73.96315501,east drive,Brooklyn,2022-08-06T22:16:30.320Z,2,Car,20,1
180.76.182.155-10.42.0.211-80-52173-6,40.65203479,-73.97081059,east drive,Brooklyn,2022-08-06T22:06:15.630Z,2,Car,19,0
10.42.0.211-23.208.217.149-58173-443-6,40.66188886,-73.94556691,east new york avenue,Brooklyn,2022-08-06T21:57:47.990Z,1,Car,19,1
10.42.0.211-112.80.248.187-46314-80-6,40.66276365,-73.93155781,east new york avenue,Brooklyn,2022-08-06T21:51:53.520Z,1,Car,24,0
10.42.0.211-64.71.142.124-51602-80-6,40.66323869,-73.93160361,east new york avenue,Brooklyn,2022-08-06T21:49:33.070Z,2,Goods vehicle,24,0
206.126.112.142-10.42.0.151-443-50234-6,40.66863961,-73.91923205,east new york avenue,Brooklyn,2022-08-06T21:48:15.030Z,2,Pedal cycle,38,0
10.42.0.42-117.121.27.10-60298-80-6,40.67531679,-73.90433877,east new york avenue,Brooklyn,2022-08-06T21:30:09.830Z,2,Car,51,0
10.42.0.211-10.42.0.1-63427-53-17,40.67660349,-73.90099213,east new york avenue,Brooklyn,2022-08-06T21:29:42.630Z,2,Goods vehicle ,51,0
10.42.0.211-10.42.0.1-39024-53-17,40.67640656,-73.90093354,east new york avenue,Brooklyn,2022-08-06T21:26:55.650Z,1,Car,57,1
10.42.0.211-50.18.174.184-44850-443-6,40.67527631,-73.90431401,east new york avenue,Brooklyn,2022-08-06T21:25:54.645Z,2,Bus,50,1
172.217.3.106-10.42.0.211-443-46922-6,40.67519571,-73.90426126,east new york avenue,Brooklyn,2022-08-06T21:24:30.140Z,2,Motorcycle ,50,0
10.42.0.151-123.125.29.220-49010-80-6,40.67513593,-73.90421845,east new york avenue,Brooklyn,2022-08-06T21:24:15.692Z,2,Car,47,0
10.42.0.211-65.55.223.45-60774-40001-17,40.67314934,-73.96866446,eastern parkway,Brooklyn,2022-08-06T21:21:16.138Z,2,Car,49,0
10.42.0.211-47.89.67.240-49220-443-6,40.67157184,-73.96126585,eastern parkway,Brooklyn,2022-08-06T21:18:50.940Z,3,Car,49,1
10.42.0.42-115.239.210.141-46329-80-6,40.67116348,-73.96141239,eastern parkway,Brooklyn,2022-08-06T21:18:16.420Z,3,Car,50,1
10.42.0.211-104.192.110.245-59855-443-6,40.66835923,-73.92249447,eastern parkway,Brooklyn,2022-08-06T21:16:34.490Z,3,Taxi,51,1
10.42.0.151-61.135.185.139-49803-80-6,40.67295062,-73.96877588,eastern parkway,Brooklyn,2022-08-06T21:11:39.149Z,3,Car,50,1
10.42.0.211-10.42.0.1-6921-53-17,40.66918917,-73.9208313,eastern parkway,Brooklyn,2022-08-06T21:05:38.370Z,2,Car,51,1
140.205.164.47-10.42.0.151-443-57433-6,40.66857423,-73.92250666,eastern parkway,Brooklyn,2022-08-06T21:05:15.790Z,2,Car,48,0
10.42.0.211-106.39.162.36-39566-80-6,40.66846226,-73.92251139,eastern parkway,Brooklyn,2022-08-06T21:02:54.750Z,2,Bus,48,1
10.42.0.211-10.42.0.1-34350-53-17,40.58694165,-73.92133854,eaton court,Brooklyn,2022-08-06T21:02:51.780Z,2,Truck,36,0
10.42.0.211-14.204.144.142-38336-80-6,40.59477159,-73.93062613,ebony court,Brooklyn,2022-08-06T20:54:14.270Z,2,School Bus,38,0
